更新时间,#genre#
西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://123.56.129.203:3929/rtp/225.1.8.160:8164
西藏卫视,http://120.55.49.231:5795/rtp/233.50.201.70:5140
西藏卫视,http://120.55.49.231:6519/rtp/233.50.201.70:5140
新疆卫视,http://112.234.23.81:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=3
新疆卫视,http://123.56.129.203:3929/rtp/225.1.8.161:8160
新疆卫视,http://122.9.151.210:2224/rtp/238.255.2.66:5999
新疆卫视,http://139.196.151.191:6846/rtp/239.45.1.116:5140
云南卫视,http://123.182.60.29:9002/hls/33/index.m3u8
云南卫视,http://115.234.227.164:8808/udp/233.50.200.115:5140
云南卫视,http://60.12.183.46:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://123.56.129.203:3929/rtp/225.1.8.139:8108
云南卫视,http://120.55.49.231:5795/rtp/233.50.200.115:5140
云南卫视,http://120.55.49.231:5795/rtp/233.50.201.46:5140
🏠广东频道,#genre#
广东珠江,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,http://58.254.14.91:808/hls/55/index.m3u8
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
广东体育,http://171.38.25.112:8181/tsfile/live/1041_1.m3u8
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://58.254.14.91:808/hls/52/index.m3u8
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8
广东卫视,http://39.98.201.151:9090/udp/225.1.8.49:8048
广东卫视,http://111.61.236.247:9081/hls/43/index.m3u8
广东卫视,http://60.223.224.176:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://123.56.129.203:3929/rtp/225.1.8.151:8132
广东卫视,http://120.55.49.231:5795/rtp/233.50.200.187:5140
广东卫视,http://120.55.49.231:5795/rtp/233.50.201.56:5140
广东民生,http://58.254.14.91:808/hls/58/index.m3u8
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
大湾区卫视,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/2000000003000000045/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000045&livemode=1&stbId=3
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广州综合,http://r.jdshipin.com/iR6Gq
广州影视,http://r.jdshipin.com/sFw4S
广州影视,http://171.38.25.112:8181/tsfile/live/0131_1.m3u8
广州影视,http://r.jdshipin.com/TcKr2
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/o734w00.m3u8
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/x434c00.m3u8
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://115.234.227.164:8808/udp/233.50.200.188:5140
深圳卫视,http://vod.hnqczh.cn:808/hls/28/index.m3u8
深圳卫视,http://123.56.129.203:3929/rtp/225.1.8.145:9244
深圳卫视,http://120.55.49.231:5795/rtp/233.50.201.101:5140
深圳卫视,http://120.55.49.231:5795/rtp/233.50.201.45:5140
🌊港·澳·台,#genre#
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
明珠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720
凤凰中文,http://211.72.65.236:8577/.m3u8
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8
凤凰中文,http://120.55.49.231:5795/rtp/233.50.200.191:5140
凤凰中文,http://120.55.49.231:3543/rtp/233.50.200.191:5140
凤凰中文,http://120.55.49.231:6519/rtp/233.50.200.191:5140
凤凰资讯,http://211.72.65.236:8576/.m3u8
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰资讯,http://120.55.49.231:5795/rtp/233.50.200.192:5140
凤凰资讯,http://120.55.49.231:2433/rtp/233.50.200.192:5140
凤凰资讯,http://120.55.49.231:6519/rtp/233.50.200.192:5140
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123
凤凰香港,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.237:80/PLTV/3/224/3221228530/1.m3u8?accountinfo=zZFAoaFBf0eeoBboZZ7f2LG%2Bb0LrBOSBfEzhwiBMvngq%2FpkEzcEgSA5jxU7E691yLgLXQIrVnITSKe4cR7UMbSd2y6TJst%2Bjh31VKZhtgiKIZEDSyu578hnwyF2DFwHcbF2ObC9a54Vp367lDA52PczEcH9gPEwYj%2BtNwrWi0aU%3D%3A20241025090828%2C-1%2C112.25.63.228%2C20241025090828%2CHD-10000k-1080P-fhhongkong5s%2C1734208302178_77%3A98%3AB2%3A9A%3AA8%3A67%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000016268434_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FHD-10000k-1080P-fhhongkong5s%2FHD-10000k-1080P-fhhongkong5s&icpid=88888888&from=5&popid=5&hms_devid=6448&prioritypopid=5
凤凰香港,http://8.137.59.151:3000/laoshu.php?key=66&id=3
凤凰卫视,http://211.72.65.236:8576/.m3u8
凤凰卫视,http://8.137.59.151:3000/laoshu.php?key=66&id=1
凤凰卫视,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
纬来体育,http://8.137.59.151:3000/laoshu.php?key=66&id=47
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
J2,http://r.jdshipin.com/Nr5jq
J2,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
J2,http://fm1077.serv00.net/Smart.php?id=j2_twn
Viutv,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
三立台湾,http://211.72.65.236:8521/.m3u8
三立台湾,http://free.xiptv.x10.bz/kudou.php?id=52
无线新闻,https://nothingbe.serv00.net/tvb.php?id=C&type=hd
无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2
无线新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=inews_twn
三立新闻,http://211.72.65.236:8543/.m3u8
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,http://50.7.234.10:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
东森综合,http://50.7.234.10:8278/ettvzhonghe/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8908613c59328719e4b4264d598f7ddd
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,http://211.72.65.236:8525/.m3u8
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
🎬电影频道,#genre#
CHC家庭影院,https://20241108.weidu.filegear-sg.me/6fcc12cf/6fcc12cf.php?channel=9cbf2cebe7cf1446d2a9ddcb3238013c824b12019be7ef27ecafabc166fc10bf6f0a790683297cefaa5f5a8fa3071dbe920eadda32274e2e9aeea5a14e69
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
CHC动作电影,https://20241108.weidu.filegear-sg.me/6fcc12cf/6fcc12cf.php?channel=9cbf2cebe7cf1446d2a9ddcb3238013c824b12019be7ef27ecafabc166d80ebe683b790683297cefaa5f5a8fa3071dbe920eadda32274e2e9aeea5a14e69
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=chcdzdy
淘电影,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?servicetype=1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EKlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20230121144555%2C3067071%2C10.30.228.104%2C20230121144555%2C10000100000000050000000003887498%2C3067071%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201370%2C%2C%2C2%2C%2C10000100000000060000000007266384_0%2CEND&GuardEncType=2&icpid=88888888&from=6&popid=6&hms_devid=3725&prioritypopid=6&vqe=3
淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
淘电影,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?servicetype=1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EKlErQUXVuBznNsk_8-4cGuvN4oWIYr277XxeOWBSJuska5xHKrAeI7I72_CIJ2tk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20230121144555%2C3067071%2C10.30.228.104%2C20230121144555%2C10000100000000050000000003887498%2C3067071%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201370%2C%2C%2C2%2C%2C10000100000000060000000007266384_0%2CEND&GuardEncType=2&icpid=88888888&from=6&popid=6&hms_devid=3725&prioritypopid=6&vqe=3
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/2000000003000000015/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000015&livemode=1&stbId=3
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3
NewTV动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
NewTV动作电影,http://gslbserv.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
NewTV动作电影,http://gslbserv.itv.cmvideo.cn/2000000003000000017/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000017&livemode=1&stbId=3
黑莓电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019624
经典电影,http://113.57.20.158:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV经典电影,http://123.56.129.203:3929/rtp/225.1.8.203:9024
无线星河,https://www.mytvsuper.xyz/tvb/xinghe/stream.m3u8
无线星河,http://205.185.123.236:8899/tvb/xinghe/stream.m3u8
无线星河,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,http://211.72.65.236:8525/.m3u8
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
🏀体育频道,#genre#
CCTV-5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://123.56.129.203:3929/rtp/225.1.8.89:8000
CCTV-5,http://123.56.129.203:3929/rtp/225.1.8.93:8000
CCTV-5,http://120.55.49.231:5795/rtp/233.50.201.197:5140
CCTV-5+,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265016/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=no
CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5p
CCTV-5+,http://120.55.49.231:5795/rtp/233.50.201.220:5140
CCTV-5+,http://120.55.49.231:3095/rtp/233.50.201.220:5140
CCTV-5+,http://122.9.151.210:2224/rtp/238.255.2.185:5999
广东体育,http://171.38.25.112:8181/tsfile/live/1041_1.m3u8
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
纬来体育,http://8.137.59.151:3000/laoshu.php?key=66&id=47
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
五星体育,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
五星体育,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3
五星体育,http://139.196.151.191:6830/rtp/239.45.3.210:5140
五星体育,http://139.196.151.191:8652/rtp/239.45.3.210:5140
五星体育,http://139.196.151.191:2051/rtp/239.45.3.210:5140
体育赛事,http://123.56.129.203:3929/rtp/225.1.8.81:8176
劲爆体育,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
超级体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000009601
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=no
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3
精品体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3
精品体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3
精品体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000014634
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://fangke.blueswords.com:9901/tsfile/live/0111_1.m3u8
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8
山东体育,http://182.46.8.252:8888/rtp/239.21.1.141:5002
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228668/1.m3u8?accountinfo=7Nbs4SAtmisdhfg9u9VfuRylKFo%2FsFe211XeT0tFiPe3sKM6ExysDo0g3A9CbIkx5b%2FFw3kQIXPRRrkOn3II%2B%2Fc0Ta4f4DIFOsGdGiU4JeF8fi9dPYnTHN8Os8jC4LZfFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024257%2C-1%2C36.156.32.22%2C20241026024257%2CG_FENGSHANGZQ-CQ%2C1734208109853_10%3A13%3A6D%3AA1%3A26%3A38%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436166_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_FENGSHANGZQ-CQ%2FG_FENGSHANGZQ-CQ&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5
足球频道,http://123.56.129.203:3929/rtp/225.1.8.249:4120
魅力足球,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207
魅力足球,http://110.177.146.152:888/udp/239.1.1.75:8075
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
天元围棋,http://122.9.151.210:2676/rtp/238.255.2.7:5999
天元围棋,http://122.9.151.210:9055/rtp/238.255.2.7:5999
天元围棋,http://122.9.151.210:2498/rtp/238.255.2.7:5999
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://110.177.146.152:888/udp/239.1.1.86:8086
快乐垂钓,http://39.98.201.151:9090/udp/225.1.8.71:8002
快乐垂钓,http://123.56.129.203:3929/rtp/225.1.8.71:8002
快乐垂钓,http://120.55.49.231:5795/rtp/233.50.201.109:5140
快乐垂钓,http://123.56.129.203:5850/rtp/225.1.8.71:8002
JJ斗地主,http://live.iill.top/bilibili.php?id=22021983
JJ斗地主,http://live.iill.top/douyu.php?id=488743
🪁动画频道,#genre#
动漫秀场,http://110.177.146.152:888/udp/239.1.1.80:8080
动漫秀场,http://120.55.49.231:5795/rtp/233.50.201.184:5140
动漫秀场,http://139.196.151.191:7549/rtp/239.45.3.134:5140
动漫秀场,http://120.55.49.231:8617/rtp/233.50.201.184:5140
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,http://free.xiptv.x10.bz/kudou.php?id=65
优漫卡通,http://221.213.69.82:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
优漫卡通,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=3
优漫卡通,http://110.177.146.152:888/udp/239.1.1.72:8072
优漫卡通,http://122.9.151.210:2676/rtp/238.255.2.57:5999
优漫卡通,http://122.9.151.210:2498/rtp/238.255.2.57:5999
优漫卡通,http://122.9.151.210:2224/rtp/238.255.2.57:5999
金鹰卡通,http://39.98.201.151:9090/udp/225.1.8.163:9252
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://221.0.78.198:1681/hls/10265/index.m3u8
金鹰卡通,http://123.56.129.203:3929/rtp/225.1.8.163:9252
金鹰卡通,http://120.55.49.231:5795/rtp/233.50.201.73:5140
金鹰卡通,http://122.9.151.210:2676/rtp/238.255.2.55:5999
黑莓动画,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734
炫动卡通,http://112.234.23.81:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://120.55.49.231:5795/rtp/233.50.201.138:5140
浙江少儿,http://120.55.49.231:6519/rtp/233.50.201.138:5140
浙江少儿,http://120.55.49.231:8617/rtp/233.50.201.138:5140
七龙珠,http://live.iill.top/huya.php?id=11601966
七龙珠,http://live.iill.top/huya.php?id=25650806
火影忍者,http://live.iill.top/douyu.php?id=1997723
海绵宝宝,https://hw.flv.huya.com/src/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.flv
中华小当家,http://live.iill.top/huya.php?id=11342413
中华小当家,http://mtv.wuzhij.com/huya.php?id=24257300&cdn=txcdn
猫和老鼠,http://cfss.cc/cdn/hy/11352879.m3u8
猫和老鼠,http://live.iill.top/huya.php?id=11352879
蜡笔小新,http://cfss.cc/cdn/hy/11352970.m3u8
🎮游戏频道,#genre#
游戏风云,http://115.201.186.182:9999/udp/233.50.200.14:5140
游戏风云,http://110.177.146.152:888/udp/239.1.1.83:8083
游戏风云,http://120.55.49.231:5795/rtp/233.50.201.183:5140
游戏风云,http://122.9.151.210:2224/rtp/238.255.2.197:5999
游戏风云,http://122.9.151.210:2676/rtp/238.255.2.197:5999
🎵音乐频道,#genre#
CCTV-15,http://112.234.23.81:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://39.98.201.151:9090/udp/225.1.8.74:8136
CCTV-15,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://123.56.129.203:3929/rtp/225.1.8.74:8136
CCTV-15,http://123.56.129.203:3929/rtp/225.1.8.115:8052
CCTV-15,http://120.55.49.231:5795/rtp/233.50.201.15:5140
音乐现场,http://123.56.129.203:3929/rtp/225.1.8.230:4120
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
音乐调频广播,http://120.55.49.231:5795/rtp/233.50.201.82:5140
🏛经典剧场,#genre#
笑傲江湖,http://43.136.119.99/yy.php?id=1354282410
笑傲江湖,http://cfss.cc/cdn/hy/26355790.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
天龙八部,http://cfss.cc/cdn/hy/23903123.flv
鹿鼎记,http://cfss.cc/cdn/hy/23865080.flv
封神榜,http://cfss.cc/cdn/hy/23749096.flv
射雕英雄传,http://cfss.cc/cdn/hy/23824164.flv
🈳无结果频道,#genre#
CETV5,url
文化精品,url
央视台球,url
风云音乐,url
第一剧场,url
风云剧场,url
怀旧剧场,url
女性时尚,url
高尔夫网球,url
电视指南,url
兵器科技,url
广州竞赛,url
江门侨乡生活,url
佛山综合,url
汕头综合,url
汕头经济,url
汕头文旅,url
茂名综合,url
茂名公共,url
纬来育乐,url
东森电影,url
Now剧集,url
Now华剧,url
靖天资讯,url
星卫娱乐,url
卫视卡式,url
CHC高清电影,url
淘剧场,url
淘娱乐,url
纬来电影,url
靖天映画,url
靖天戏剧,url
星卫娱乐,url
艾尔达娱乐,url
天映经典,url
星空卫视,url
私人影院,url
东森电影,url
龙祥电影,url
东森洋片,url
咪咕直播1,url
咪咕直播2,url
咪咕直播3,url
咪咕直播4,url
咪咕直播5,url
咪咕直播6,url
咪咕直播7,url
咪咕直播8,url
咪咕直播9,url
咪咕直播10,url
咪咕直播11,url
咪咕直播12,url
咪咕直播13,url
咪咕直播14,url
咪咕直播15,url
咪咕直播16,url
咪咕直播17,url
咪咕直播18,url
咪咕直播19,url
咪咕直播20,url
咪咕直播21,url
咪咕直播22,url
咪咕直播23,url
咪咕直播24,url
咪咕直播25,url
咪咕直播26,url
咪咕直播27,url
咪咕直播28,url
咪咕直播29,url
咪咕直播30,url
咪咕直播31,url
咪咕直播32,url
咪咕直播33,url
咪咕直播34,url
咪咕直播35,url
咪咕直播36,url
咪咕直播37,url
咪咕直播38,url
咪咕直播39,url
咪咕直播40,url
咪咕直播41,url
咪咕直播42,url
咪咕直播43,url
咪咕直播44,url
咪咕直播45,url
爱体育,url
广州竞赛,url
深圳体育,url
福建体育,url
成都体育,url
天津体育,url
江苏体育,url
吉林篮球,url
睛彩篮球,url
睛彩羽毛球,url
睛彩广场舞,url
少儿动画,url
卡酷动画,url
新动漫,url
青春动漫,url
爱动漫,url
中录动漫,url
宝宝动画,url
睛彩少儿,url
24H国漫热播,url
河北少儿科教,url
斗破苍穹玄幻剧,url
经典动漫,url
漫画解说,url
游戏竞技,url
电竞游戏,url
海看电竞,url
电竞天堂,url
爱电竞,url
风云音乐,url
潮流音乐,url
天津音乐,url
音乐广播,url
仙剑奇侠传,url
西游记,url
三国演义,url
水浒传,url
新白娘子传奇,url
济公游记,url
闯关东,url
上海滩,url
